Category,Category,Type,Subtype,Date,Month,Year,Institute,Title,abbr.,Paper_link,Abstract,code,Publication,BibTex,Authors,_tasks,_added_date
Method,Method,Computer Vision,,2026-04-27,4,2026,,Open-Vocabulary Semantic Segmentation Network Integrating Object-Level Label and Scene-Level Semantic Features for Multimodal Remote Sensing Images,,http://arxiv.org/abs/2604.24125v1,"Semantic segmentation of multi-modal remote sensing imagery plays a pivotal role in land use/land cover (LULC) mapping, environmental monitoring, and precision earth observation. Current multi-modal approaches mainly focus on integrating complementary visual modalities, yet neglect the incorporating of non-visual textual data - a rich source of knowledge that can bridge semantic gaps between visual patterns and real-world concepts. To address this limitation, we propose TSMNet, a text supervised multi-modal open vocabulary semantic segmentation network that synergistically integrates textual supervision with visual representation for open-vocabulary semantic segmentation. Unlike conventional multi-modal segmentation frameworks, TSMNet introduces a dual-branch text encoder to extract both scene-level semantic and object-level label information from various textual data, enabling dynamic cross-modal fusion. These text-derived features dynamically interact with visual embeddings through the proposed text-guided visual semantic fusion module, enabling domain-aware feature refinement and human-interpretable decision-making. To verify our method, we innovatively construct two new multi-modal datasets, and carry out extensive experiments to make a comprehensive comparison between the proposed method and other state-of-the-art (SOTA) semantic segmentation models. Results demonstrate that TSMNet achieves superior segmentation accuracy while exhibiting robust generalization capabilities across diverse geographical and sensor-specific scenarios. This work establishes a new paradigm for explainable remote sensing analysis, demonstrating that textual knowledge integration significantly enhances model generalizability. The source code will be available at https://github.com/yeyuanxin110/TSMNet",https://github.com/yeyuanxin110/TSMNet,,"@article{dai2026openvocabulary,
  title={Open-Vocabulary Semantic Segmentation Network Integrating Object-Level Label and Scene-Level Semantic Features for Multimodal Remote Sensing Images},
  author={Jinkun Dai and Yuanxin Ye and Peng Tang and Tengfeng Tang and Xianping Ma and Jing Xiao and Mi Wang},
  journal={arXiv preprint arXiv:2604.24125v1},
  year={2026},
  url={http://arxiv.org/abs/2604.24125v1}
}","Jinkun Dai, Yuanxin Ye, Peng Tang, Tengfeng Tang, Xianping Ma, Jing Xiao, Mi Wang",SEG,2026-04-28
Method,Method,Computer Vision,,2026-04-27,4,2026,,JSSFF: A Joint Structural-Semantic Fusion Framework for Remote Sensing Image Captioning,,http://arxiv.org/abs/2604.24031v1,"The encoder-decoder framework has become widely popular nowadays. In this model, the encoder extracts informative visual features from an input image, and the decoder employs a sequence-to-sequence formulation to generate the corresponding textual description from these features. The existing models focus more on the decision part. However, extracting meaningful information from the image can help the decoder generate an accurate caption by providing information about the objects and their relationship. Remote sensing images are highly complex. One major challenge is detecting objects that extend beyond their visible boundaries due to occlusion, overlapping structures, and unclear edges. Hence, there is a need to design an approach that can effectively capture both high-level semantics and low-level spatial details for accurate caption generation. In this work, we have proposed an edge-aware fusion method by incorporating the original image and its edge-aware version into the encoder to enhance feature representation and boundary awareness. We used a comparison-based beam search (CBBS) to generate captions to achieve a balanced trade-off between quantitative metrics and qualitative caption relevance through fairness-based comparison of candidate captions. Experimental results demonstrate our model's superiority over several baseline models in quantitative and qualitative perspectives.",,,"@article{das2026jssff,
  title={JSSFF: A Joint Structural-Semantic Fusion Framework for Remote Sensing Image Captioning},
  author={Swadhin Das and Vivek Yadav},
  journal={arXiv preprint arXiv:2604.24031v1},
  year={2026},
  url={http://arxiv.org/abs/2604.24031v1}
}","Swadhin Das, Vivek Yadav",IC,2026-04-28
Method,Method,Computer Vision,Machine Learning,2026-04-25,4,2026,,STAND: Semantic Anchoring Constraint with Dual-Granularity Disambiguation for Remote Sensing Image Change Captioning,,http://arxiv.org/abs/2604.23309v1,"Remote sensing image change captioning (RSICC) aims to describe the difference between two remote sensing images. While recent methods have explored video modeling, they largely overlook the inherent ambiguities in viewpoint, scale, and prior knowledge, lacking effective constraints on the encoder. In this paper, we present STAND, a Semantic Anchoring Constraint with Dual-Granularity Disambiguation for RSICC, to progressively resolve these ambiguities. Specifically, to establish a reliable feature foundation, we first introduce an interpretable constraint to regularize temporal representations. Operating on these purified features, a dual-granularity disambiguation module resolves spatial uncertainties by coupling macro-level global context aggregation for viewpoint confusion with micro-level frequency-refocused attention for small-object scale enhancement. Ultimately, to translate these visually disambiguated features into precise text, a semantic concept anchoring module leverages language categorical priors to tackle knowledge ambiguity during decoding. Extensive experiments verify the superiority of STAND and its effectiveness in addressing ambiguities.",,,"@article{gong2026stand,
  title={STAND: Semantic Anchoring Constraint with Dual-Granularity Disambiguation for Remote Sensing Image Change Captioning},
  author={Yanpei Gong and Beichen Zhang and Hao Wang and Zhaobo Qi and Xinyan Liu and Yuanrong Xu and Ruiyang Gao and Weigang Zhang},
  journal={arXiv preprint arXiv:2604.23309v1},
  year={2026},
  url={http://arxiv.org/abs/2604.23309v1}
}","Yanpei Gong, Beichen Zhang, Hao Wang, Zhaobo Qi, Xinyan Liu, Yuanrong Xu, Ruiyang Gao, Weigang Zhang",IC;CD,2026-04-28
Method,Method,Computer Vision,,2026-04-22,4,2026,,Evaluating Remote Sensing Image Captions Beyond Metric Biases,,http://arxiv.org/abs/2604.22855v1,"The core objective of image captioning is to achieve lossless semantic compression from visual signals into textual modalities. However, the reliance on manually curated reference texts for evaluation essentially forces models to mimic specific human annotation styles, thereby masking the true descriptive capabilities of advanced foundation models. This systemic misalignment prompts a critical question: Is task-specific fine-tuning truly necessary for Remote Sensing Image Captioning, or is the perceived performance gap merely an artifact of flawed evaluation criteria? To investigate this discrepancy, we propose ReconScore, a novel reference-free evaluation metric. Rather than computing textual similarities, we assess caption quality by its capability to reconstruct the original visual elements solely from the generated text, effectively neutralizing human annotation biases. Applying this metric, we uncover a profound, counterintuitive truth: inherently powerful, unfine-tuned MLLMs surpass their fine-tuned counterparts in authentic zero-shot RSIC tasks. Driven by this structural discovery, we introduce RemoteDescriber, a completely training-free generation methodology. By employing ReconScore as a self-correction mechanism, we iteratively refine the semantic precision of MLLM outputs without any computational fine-tuning overhead. Comprehensive experiments demonstrate that RemoteDescriber achieves state-of-the-art performance on three datasets. Furthermore, we validate ReconScore's reliability and analyze the flaws of traditional metrics. Our code is available at https://github.com/hhu-czy/RemoteDescriber.",https://github.com/hhu-czy/RemoteDescriber,,"@article{chen2026evaluating,
  title={Evaluating Remote Sensing Image Captions Beyond Metric Biases},
  author={Ziyun Chen and Fan Liu and Liang Yao and Chuanyi Zhang and Yuye Ma and Wei Zhou},
  journal={arXiv preprint arXiv:2604.22855v1},
  year={2026},
  url={http://arxiv.org/abs/2604.22855v1}
}","Ziyun Chen, Fan Liu, Liang Yao, Chuanyi Zhang, Yuye Ma, Wei Zhou",IC,2026-04-28
Method,Method,Computer Vision,,2026-04-27,4,2026,,Agentic AI for Remote Sensing: Technical Challenges and Research Directions,,http://arxiv.org/abs/2604.24919v1,"Earth Observation (EO) is moving beyond static prediction toward multi-step analytical workflows that require coordinated reasoning over data, tools, and geospatial state. While foundation models and vision-language models have expanded representation learning and language-grounded interaction for remote sensing, and agentic AI has demonstrated long-horizon reasoning and external tool use, EO is not a straightforward extension of generic agentic AI. EO workflows operate over georeferenced, multi-modal, and temporally structured data, where operations such as reprojection, resampling, compositing, and aggregation actively transform the underlying state and can constrain subsequent analysis. As a result, errors may propagate silently across steps, and correctness depends not only on internal coherence, but also on geospatial consistency, temporally valid comparisons, and physical validity. This position paper argues that these challenges are structural rather than incidental. We identify the implicit assumptions commonly made in generic agentic models, analyze how they break in geospatial workflows, and characterize the resulting failure modes in multi-step EO pipelines. We then outline design principles for EO-native agents centered on structured geospatial state, tool-aware reasoning, verifier-guided execution, and learning objectives aligned with geospatial and physical validity. Finally, we present research directions spanning EO-specific benchmarks, hybrid supervised and reinforcement learning, constrained self-improvement, and trajectory-level evaluation beyond final-answer accuracy. Building reliable geospatial agents therefore requires rethinking agent design around the physical, geospatial, and workflow constraints that govern EO analysis.",,31 pages. Position Paper,"@article{munir2026agentic,
  title={Agentic AI for Remote Sensing: Technical Challenges and Research Directions},
  author={Muhammad Akhtar Munir and Muhammad Umer Sheikh and Akashah Shabbir and Muhammad Haris Khan and Fahad Khan and Xiao Xiang Zhu and Begum Demir and Salman Khan},
  journal={arXiv preprint arXiv:2604.24919v1},
  year={2026},
  url={http://arxiv.org/abs/2604.24919v1}
}","Muhammad Akhtar Munir, Muhammad Umer Sheikh, Akashah Shabbir, Muhammad Haris Khan, Fahad Khan, Xiao Xiang Zhu, Begum Demir, Salman Khan",,2026-04-29
Method,Method,Computer Vision,Artificial Intelligence,2026-04-29,4,2026,,MemOVCD: Training-Free Open-Vocabulary Change Detection via Cross-Temporal Memory Reasoning and Global-Local Adaptive Rectification,,http://arxiv.org/abs/2604.26774v1,"Open-vocabulary change detection aims to identify semantic changes in bi-temporal remote sensing images without predefined categories. Recent methods combine foundation models such as SAM, DINO and CLIP, but typically process each timestamp independently or interact only at the final comparison stage. Such paradigms suffer from insufficient temporal coupling during semantic reasoning, which limits their ability to distinguish genuine semantic changes from non-semantic appearance discrepancies. In addition, patch-dominant inference on high-resolution images often weakens global semantic continuity and produces fragmented change regions. To address these issues, we propose MemOVCD, a training-free open-vocabulary change detection framework based on cross-temporal memory reasoning and global-local adaptive rectification. Specifically, we reformulate bi-temporal change detection as a two-frame tracking problem and introduce weighted bidirectional propagation to aggregate semantic evidence from both temporal directions. To stabilize memory propagation across large temporal gaps, we construct histogram-aligned transition frames to smooth abrupt appearance changes. Moreover, a global-local adaptive rectification strategy adaptively fuses local and global-view predictions, improving spatial consistency while preserving fine-grained details. Experiments on five benchmarks demonstrate that MemOVCD achieves favorable performance on two change detection tasks, validating its effectiveness and generalization under diverse open-vocabulary settings.",,,"@article{kuang2026memovcd,
  title={MemOVCD: Training-Free Open-Vocabulary Change Detection via Cross-Temporal Memory Reasoning and Global-Local Adaptive Rectification},
  author={Zuzheng Kuang and Honghao Chang and Boqiang Liang and Haoqian Wang and Lijun He and Fan Li and Haixia Bi},
  journal={arXiv preprint arXiv:2604.26774v1},
  year={2026},
  url={http://arxiv.org/abs/2604.26774v1}
}","Zuzheng Kuang, Honghao Chang, Boqiang Liang, Haoqian Wang, Lijun He, Fan Li, Haixia Bi",CD,2026-04-30
Method,Method,Computer Vision,,2026-04-29,4,2026,,Cross-Domain Transfer of Hyperspectral Foundation Models,,http://arxiv.org/abs/2604.26478v1,"Hyperspectral imaging (HSI) semantic segmentation typically relies on in-domain training, but limited data availability often restricts model performance in real-world applications. Current approaches to leverage foundation models in proximal sensing use cross-modality techniques, bridging RGB and HSI to exploit vision foundation models. However, these methods either discard spectral information or introduce architectural complexity. We propose cross-domain transfer as an alternative, reusing HSI foundation models - originally trained in remote sensing - for proximal sensing applications. By eliminating the need to bridge modality gaps, our approach preserves spectral information while maintaining a simple architecture. Using the HS3-Bench benchmark, we systematically evaluate and compare conventional in-domain, in-modality training, cross-modality transfer and cross-domain transfer strategies. Our results demonstrate that cross-domain transfer achieves large performance improvements over in-domain, in-modality training, reduces the performance gap to cross-modality approaches and maintains strong performance in limited data settings. Thus, this work advances more effective HSI semantic segmentation in diverse applications.",,Accepted for publication at ICPR 2026,"@article{theisen2026crossdomain,
  title={Cross-Domain Transfer of Hyperspectral Foundation Models},
  author={Nick Theisen and Peer Neubert},
  journal={arXiv preprint arXiv:2604.26478v1},
  year={2026},
  url={http://arxiv.org/abs/2604.26478v1}
}","Nick Theisen, Peer Neubert",SEG,2026-04-30
Method,Method,Computer Vision,Machine Learning; math.AT,2026-04-29,4,2026,,Topology-Aware Representation Alignment for Semi-Supervised Vision-Language Learning,,http://arxiv.org/abs/2604.26370v1,"Vision-language models have shown strong performance, but they often generalize poorly to specialized domains. While semi-supervised vision-language learning mitigates this limitation by leveraging a small set of labeled image-text pairs together with abundant unlabeled images, existing methods remain fundamentally pairwise and fail to model the global structure of multimodal representation manifolds. Existing topology-based alignment methods rely on persistence diagram matching, which neither guarantees geometric alignment nor utilizes the image-text pairing information central to vision-language learning. We propose Topology-Aware Multimodal Representation Alignment (ToMA), a framework that uses persistent homology to identify topologically salient edges and aligns them across modalities through available cross-modal correspondences. ToMA leverages both H_0-death edges and lightweight H_1-birth edges, allowing it to capture both connectivity and cycle structure without constructing 2-simplices. Experiments show that ToMA yields stable gains, with clear improvements on remote sensing and modest but consistent benefits on fashion retrieval. Additional analysis shows that ToMA is more stable than alternative topology-based objectives and that lightweight H_1-birth edges provide useful higher-order structural signals.",,"30 pages, 10 figures","@article{you2026topologyaware,
  title={Topology-Aware Representation Alignment for Semi-Supervised Vision-Language Learning},
  author={Junwon You and Mihyun Jang and Sangwoo Mo and Jae-Hun Jung},
  journal={arXiv preprint arXiv:2604.26370v1},
  year={2026},
  url={http://arxiv.org/abs/2604.26370v1}
}","Junwon You, Mihyun Jang, Sangwoo Mo, Jae-Hun Jung",,2026-04-30
Method,Method,Computer Vision,Artificial Intelligence,2026-04-29,4,2026,,Seeking Consensus: Geometric-Semantic On-the-Fly Recalibration for Open-Vocabulary Remote Sensing Semantic Segmentation,,http://arxiv.org/abs/2604.26221v1,"Open-vocabulary semantic segmentation (OVSS) in remote sensing images is a promising task that employs textual descriptions for identifying undefined land cover categories. Despite notable advances, existing methods typically employ a static inference paradigm, overlooking the distinct distribution of each scene, resulting in semantic ambiguity in diverse land covers and incomplete foreground activation. Motivated by this, we propose Seeking Consensus, termed SeeCo, a plug-and-play framework to boost the performance of training-free OVSS models in remote sensing images, which recalibrates arbitrary OVSS models on-the-fly by seeking dual consensus: geometric consensus learning (GCL) through multi-view consistent observations and semantic consensus learning (SCL) via textual description adaptive calibration, which assists collaborative recalibration of visual and textual semantics. The two consensus are injected via an online consensus injector (OCI), effectively alleviating the under-activation and semantic bias. SeeCo requires no specific training process, yet recalibrates semantic-geometric alignment for each unique scene during inference. Extensive experiments on eight remote sensing OVSS benchmarks show consistent gains, proving its effectiveness and universality.",,"11 pages, 9 figures","@article{wang2026seeking,
  title={Seeking Consensus: Geometric-Semantic On-the-Fly Recalibration for Open-Vocabulary Remote Sensing Semantic Segmentation},
  author={Guanchun Wang and Chenxiao Wu and Xiangrong Zhang and Zelin Peng and Jianxun Lai and Tianyang Zhang and Xu Tang},
  journal={arXiv preprint arXiv:2604.26221v1},
  year={2026},
  url={http://arxiv.org/abs/2604.26221v1}
}","Guanchun Wang, Chenxiao Wu, Xiangrong Zhang, Zelin Peng, Jianxun Lai, Tianyang Zhang, Xu Tang",SEG,2026-04-30
Method,Method,Computer Vision,,2026-05-01,5,2026,,Foundation AI Models for Aerosol Optical Depth Estimation from PACE Satellite Data,,http://arxiv.org/abs/2605.00678v1,"Aerosol Optical Depth (AOD) retrieval is essential for Earth observation, supporting applications from air quality monitoring to climate studies. Conventional physics-based AOD retrieval methods formulate the problem as a pixel-wise inversion, relying on radiative transfer modeling, memory-intensive look-up tables, and auxiliary meteorological data. While recent data-driven approaches have shown promise, many fail to exploit the spatial-spectral coherence of hyperspectral imagery, leading to spatially inconsistent and noise-sensitive retrievals. We present the first study exploring Foundation AI models for AOD retrieval and propose ViTCG, a Vision Transformer with Channel-wise Grouping-based spatial regression framework that reduces retrieval bias and error. ViTCG uses hyperspectral top-of-atmosphere radiance as input and jointly models spatial context and spectral information. Validation with PACE radiance observations demonstrates a 62% reduction in mean squared error compared to state-of-the-art foundation models, including Prithvi, and produces spatially coherent AOD fields.",,2026 IEEE International Geoscience and Remote Sensing Symposium,"@article{tushar2026foundation,
  title={Foundation AI Models for Aerosol Optical Depth Estimation from PACE Satellite Data},
  author={Zahid Hassan Tushar and Sanjay Purushotham},
  journal={arXiv preprint arXiv:2605.00678v1},
  year={2026},
  url={http://arxiv.org/abs/2605.00678v1}
}","Zahid Hassan Tushar, Sanjay Purushotham",3D,2026-05-04
Method,Method,Computer Vision,Artificial Intelligence,2026-04-30,4,2026,,Remote SAMsing: From Segment Anything to Segment Everything,,http://arxiv.org/abs/2605.00256v1,"SAM2 produces high-quality zero-shot segmentation on natural images, but applying it to large remote sensing scenes exposes two problems: (1) its mask generator faces an inherent quality-coverage trade-off: strict thresholds yield precise masks but leave most of the image unsegmented, while relaxed thresholds increase coverage at the cost of mask quality; and (2) large images must be tiled, fragmenting objects across tile boundaries. We propose Remote SAMsing, an open-source pipeline that solves both problems without modifying SAM2 or requiring training data. For coverage, a multi-pass algorithm runs SAM2 repeatedly on each tile, painting accepted masks black between passes to simplify the scene for the next iteration, and relaxing quality thresholds only when coverage gains stagnate, ensuring that the most precise masks are always captured first. For spatial consistency, contextual padding and a parameter-free best-match merge reconstruct objects fragmented across tile boundaries. Evaluated on seven scenes (5~cm to 4.78~m GSD), the pipeline raises coverage from 30--68\% (single-pass SAM2) to 91--98\%. Ablation experiments quantify the contribution of each component to coverage and detection quality. Per-class evaluation shows that SAM2 transfers well to discrete RS objects (buildings 95\%, cars 82--93\% Det@0.5) with segment boundaries 3--8$\times$ more precise than SLIC and Felzenszwalb baselines. Tile size functions as an implicit scale parameter: reducing it from $1{,}000$ to 250 raises Det@0.5 from 56\% to 85\%, outperforming SAM2's built-in multi-scale mechanism. The pipeline generalizes to MNF false-color imagery without retraining (99.5\% ASA) and scales to production-sized images: a 1.94 billion pixel Potsdam mosaic achieved 97\% coverage without quality degradation.",,"31 pages, 8 figures","@article{carvalho2026remote,
  title={Remote SAMsing: From Segment Anything to Segment Everything},
  author={Osmar Luiz Ferreira de Carvalho and Osmar Abílio de Carvalho Júnior and Anesmar Olino de Albuquerque and Daniel Guerreiro e Silva},
  journal={arXiv preprint arXiv:2605.00256v1},
  year={2026},
  url={http://arxiv.org/abs/2605.00256v1}
}","Osmar Luiz Ferreira de Carvalho, Osmar Abílio de Carvalho Júnior, Anesmar Olino de Albuquerque, Daniel Guerreiro e Silva",,2026-05-04
Method,Method,Computer Vision,Artificial Intelligence,2026-05-04,5,2026,,Rethinking Electro-Optical Vision Foundation Models for Remote Sensing Retrieval: A Controlled Comparison with Generalist VFM,,http://arxiv.org/abs/2605.02283v1,"Vision foundation models have attracted significant attention for their ability to leverage large-scale unlabeled visual data. This advantage is particularly important in remote sensing, where data acquisition is costly and annotation often requires expert knowledge. Recent electro-optical vision foundation models aim to learn domain-specific representations from remote sensing imagery, but it remains unclear whether they are more effective than strong generalist vision foundation models under retrieval-based evaluation. In this study, we conduct a controlled comparison between representative EO-specific and generalist vision foundation models for remote sensing image retrieval. Using the same datasets, retrieval protocol, and evaluation metric, we evaluate both in-domain performance and cross-scene generalization. Our results show that strong generalist vision foundation models are competitive with, and in some cases outperform, existing EO-specific models. Moreover, EO-specific models often suffer from substantial degradation under cross-scene evaluation, while generalist models show more stable transfer. These findings suggest that EO pretraining alone does not guarantee stronger retrieval-oriented remote sensing representations. We discuss the limitations of current EO-specific pretraining strategies and highlight the need for future EO vision foundation models to better exploit the physical, spatial, spectral, and geographic characteristics of remote sensing imagery.",,,"@article{park2026rethinking,
  title={Rethinking Electro-Optical Vision Foundation Models for Remote Sensing Retrieval: A Controlled Comparison with Generalist VFM},
  author={Hyobin Park and Minseok Seo and Dong-Geol Choi},
  journal={arXiv preprint arXiv:2605.02283v1},
  year={2026},
  url={http://arxiv.org/abs/2605.02283v1}
}","Hyobin Park, Minseok Seo, Dong-Geol Choi",ITR,2026-05-05
Method,Method,Artificial Intelligence,,2026-05-02,5,2026,,"EO-Gym: A Multimodal, Interactive Environment for Earth Observation Agents",,http://arxiv.org/abs/2605.01250v1,"Earth Observation (EO) analysis is inherently interactive: resolving uncertainty often requires expanding the region of interest, retrieving historical observations, and switching across sensors such as optical and Synthetic Aperture Radar. However, most EO benchmarks collapse this process into fixed-input, single-turn tasks. To address this gap, we present EO-Gym, a controlled executable framework for multimodal, tool-using EO agents that formulates EO analysis as a Gymnasium-style local geospatial workspace backed by more than 660k multimodal files indexed by location, time, and sensor type, with 35 EO-specialized tools spanning six task families. Built on this environment, we construct EO-Gym-Data, a benchmark of 9,078 trajectories and 34,604 reasoning steps, and grounded in eight public EO datasets together with Landsat and Sentinel-2 imagery. Evaluating $10$ open and closed VLMs shows that strong general-purpose models still struggle with interactive EO reasoning, especially on temporal and cross-modal workflows. As a reference baseline, EO-Gym-4B, obtained by fine-tuning Qwen3-VL-4B-Instruct on EO-Gym-Data, improves overall Pass@3 from $0.49$ to $0.74$ under the main evaluation setting. O-Gym provides a reproducible environment for interactive EO agents, operationalizing EO as an evidence-gathering problem that requires planning across geospatial, temporal, and sensing modality.",,,"@article{ma2026eogym,
  title={EO-Gym: A Multimodal, Interactive Environment for Earth Observation Agents},
  author={Sai Ma and Zhuang Li and Sichao Li and Xinyue Xu and Ruibiao Zhu and Tony Boston and John A. Taylor},
  journal={arXiv preprint arXiv:2605.01250v1},
  year={2026},
  url={http://arxiv.org/abs/2605.01250v1}
}","Sai Ma, Zhuang Li, Sichao Li, Xinyue Xu, Ruibiao Zhu, Tony Boston, John A. Taylor",,2026-05-05
Dataset,Dataset,Computer Vision,,2026-05-04,5,2026,,Sentinel2Cap: A Human-Annotated Benchmark Dataset for Multimodal Remote Sensing Image Captioning,,http://arxiv.org/abs/2605.03189v1,"Image captioning has become an important task in computer vision, enabling models to generate natural language descriptions of visual content. While several datasets exist for natural images and high-resolution optical remote sensing imagery, the availability of captioning datasets for multimodal satellite data remains limited, particularly for SAR imagery and medium-resolution sensors. We introduce Sentinel2Cap, a human-annotated multimodal captioning dataset containing Sentinel-1 SAR and Sentinel-2 multi-spectral image patches at 10 m and 20 m spatial resolution with diverse land cover compositions. Captions are created manually and carefully validated to ensure both semantic accuracy and linguistic quality. To evaluate Sentinel2Cap, we perform a zero-shot captioning using the Qwen3-VL-8B-Instruct model across three image modalities: RGB, multi-spectral, and SAR pseudo-RGB representations. Results show that RGB images achieve the highest captioning performance, while SAR images remain more challenging for vision-language models. Providing modality-specific contextual prompts consistently improves performance across all metrics. These findings highlight both the challenges of multimodal remote sensing image captioning and the potential value of human-annotated datasets for advancing research in cross-modal scene understanding. All the material is publicly avaiable.",,"10 pages, 6 figures","@article{tosato2026sentinelcap,
  title={Sentinel2Cap: A Human-Annotated Benchmark Dataset for Multimodal Remote Sensing Image Captioning},
  author={Lucrezia Tosato and Gianluca Lombardi and Ronny Hansch},
  journal={arXiv preprint arXiv:2605.03189v1},
  year={2026},
  url={http://arxiv.org/abs/2605.03189v1}
}","Lucrezia Tosato, Gianluca Lombardi, Ronny Hansch",IC,2026-05-06
Method,Method,Computer Vision,,2026-05-04,5,2026,,DINO Soars: DINOv3 for Open-Vocabulary Semantic Segmentation of Remote Sensing Imagery,,http://arxiv.org/abs/2605.03175v1,"The remote sensing (RS) domain suffers from a lack of densely labeled datasets, which are costly to obtain. Thus, models that can segment RS imagery well without supervised fine-tuning are valuable, but existing solutions fall behind supervised methods. Recently, DINOv3 surpassed SOTA RS foundation models on the GEO-bench segmentation benchmark without pre-training on RS data. Additionally, DINO.txt has enabled open vocabulary semantic segmentation (OVSS) with the DINOv3 backbone. We leverage these developments to form an OVSS model for RS imagery, free of RS-domain fine-tuning. Our model, CAFe-DINO (Cost Aggregation + Feature Upsampling with DINO) exploits the strong OVSS performance of DINOv3 for RS imagery via cost aggregation and training-free upsampling of text-image similarity scores. The robust latent of the DINOv3 backbone eliminates the need for fine-tuning on RS imagery; we instead fine-tune our model on a RS-targeted subset of COCO-Stuff. CAFe-DINO achieves state-of-the-art performance on key RS segmentation datasets, outperforming OVSS methods fine-tuned on RS data. Our code and data are publicly available at https://github.com/rfaulk/DINO_Soars.",https://github.com/rfaulk/DINO_Soars,2026 CVPR MORSE Workshop,"@article{faulkenberry2026dino,
  title={DINO Soars: DINOv3 for Open-Vocabulary Semantic Segmentation of Remote Sensing Imagery},
  author={Ryan Faulkenberry and Saurabh Prasad},
  journal={arXiv preprint arXiv:2605.03175v1},
  year={2026},
  url={http://arxiv.org/abs/2605.03175v1}
}","Ryan Faulkenberry, Saurabh Prasad",SEG,2026-05-06
Method,Method,Computer Vision,,2026-05-06,5,2026,,Low-Rank Adaptation of Geospatial Foundation Models for Wildfire Mapping Using Sentinel-2 Data,,http://arxiv.org/abs/2605.04989v1,"Wildfire burned-area mapping is essential for damage assessment, emissions modeling, and understanding fire-climate interactions across diverse ecological regions. Recent geospatial foundation models provide strong general-purpose representations for satellite imagery, yet there is still no clear understanding of how to efficiently adapt these models for downstream Earth observation tasks, particularly under geographic and temporal domain shift. This study evaluates three state-of-the-art Geospatial Foundation Models (GFMs) - Terramind, DINOv3, and Prithvi-v2 - for burned-area mapping across the United States and Canada using Sentinel-2 data. Leveraging 3,820 wildfire events from 2017-2023, we conduct spatial and temporal generalization tests across diverse biomes. We systematically compare full fine-tuning, decoder-only fine-tuning, and Low-Rank Adaptation (LoRA) for adapting each model. Across all experiments, LoRA provides the strongest cross-domain generalization while updating less than 1% of parameters, demonstrating a favorable trade-off between accuracy and efficiency. Prithvi-v2 with LoRA achieves the highest overall accuracy and the largest improvement compared to full fine-tuning. These findings indicate that geospatial foundation models, when adapted using lightweight parameter-efficient methods such as LoRA, offer a robust and scalable solution for large-scale burned-area mapping. Code is available at https://github.com/alishibli97/wildfire-lora-gfm.",https://github.com/alishibli97/wildfire-lora-gfm,IGARSS 2026,"@article{shibli2026lowrank,
  title={Low-Rank Adaptation of Geospatial Foundation Models for Wildfire Mapping Using Sentinel-2 Data},
  author={Ali Shibli and Andrea Nascetti and Yifang Ban},
  journal={arXiv preprint arXiv:2605.04989v1},
  year={2026},
  url={http://arxiv.org/abs/2605.04989v1}
}","Ali Shibli, Andrea Nascetti, Yifang Ban",,2026-05-07
Method,Method,cs.MA,,2026-05-06,5,2026,,Bridging Perception and Action: A Lightweight Multimodal Meta-Planner Framework for Robust Earth Observation Agents,,http://arxiv.org/abs/2605.04777v1,"Autonomous Earth Observation (EO) agents are transitioning from passive perception to complex, multi-step task execution. However, current architectures that integrate planning and execution within a single model often struggle with combinatorial complexity and reasoning errors in dynamic EO scenarios. To resolve these challenges, we propose the Lightweight Multimodal Meta-Planner (LMMP) framework. LMMP incorporates a dual-awareness mechanism that grounds strategic plans in both multimodal image features and high-level task semantics. Crucially, we introduce a Meta Task Library to inject remote sensing expert knowledge directly into the workflow, which standardizes domain logic and ensures plans are physically feasible. We further implement a two-stage training pipeline, initializing the Meta-Planner via expert-distilled Supervised Fine-Tuning and refining it through Direct Preference Optimization based on execution feedback. Extensive experiments on a dataset derived from EarthBench and ThinkGeo demonstrate that LMMP significantly improves tool-calling accuracy and task success rates. Moreover, the framework exhibits strong ``plug-and-play'' versatility, consistently enhancing the performance of diverse executor backbones across previously unseen EO missions.",,,"@article{xu2026bridging,
  title={Bridging Perception and Action: A Lightweight Multimodal Meta-Planner Framework for Robust Earth Observation Agents},
  author={Jinghui Xu and Boyi Shangguan and Mengke Zhu and Hao Liu and Junhuan Jiang and Guangjun He and Pengming Feng and Shichao Jin and Bin Liang and Yongzhe Chang and Junbo Tan and Tiantian Zhang and Xueqian Wang},
  journal={arXiv preprint arXiv:2605.04777v1},
  year={2026},
  url={http://arxiv.org/abs/2605.04777v1}
}","Jinghui Xu, Boyi Shangguan, Mengke Zhu, Hao Liu, Junhuan Jiang, Guangjun He, Pengming Feng, Shichao Jin, Bin Liang, Yongzhe Chang, Junbo Tan, Tiantian Zhang, Xueqian Wang",,2026-05-07
